•央視「Relay」,#genre#
HBO Hits,https://migu.yang-1989.xyz/comp/vj2bs3?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
HBO Family,https://migu.yang-1989.xyz/comp/bngcng?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
HBO Signature,https://migu.yang-1989.xyz/comp/ynmuxc?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Channel 5,https://migu.yang-1989.xyz/comp/p7hv7v?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Channel 8,https://migu.yang-1989.xyz/comp/rn3tbh?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Channel U,https://migu.yang-1989.xyz/comp/ncbfu2?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
中天亞洲,https://migu.yang-1989.xyz/comp/hdz8hg?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
•體育「Relay」,#genre#
Eurosport 1,https://migu.yang-1989.xyz/sprt/a4u724?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Eurosport 2,https://migu.yang-1989.xyz/sprt/caxj8r?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
TNT Sport 1,https://migu.yang-1989.xyz/sprt/epdyuc?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
TNT Sport 2,https://migu.yang-1989.xyz/sprt/66keyy?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
TNT Sport 3,https://migu.yang-1989.xyz/sprt/7x32rm?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
TNT Sport 4,https://migu.yang-1989.xyz/sprt/ahcspz?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
beIN Sports 1,https://migu.yang-1989.xyz/sprt/dt6c52?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
beIN Sports 2,https://migu.yang-1989.xyz/sprt/t7gvht?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
beIN Sports 3,https://migu.yang-1989.xyz/sprt/b9vuwp?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
beIN Sports 4,https://migu.yang-1989.xyz/sprt/zbf3p5?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
beIN Sports 5,https://migu.yang-1989.xyz/sprt/xrdmyr?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Premier 1,https://migu.yang-1989.xyz/sprt/3msnnn?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Premier 2 UHD,https://migu.yang-1989.xyz/sprt/znxsts?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Premier 3,https://migu.yang-1989.xyz/sprt/7bfb95?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Premier 4,https://migu.yang-1989.xyz/sprt/89uf44?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Premier 5,https://migu.yang-1989.xyz/sprt/eu86ak?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Premier 6,https://migu.yang-1989.xyz/sprt/m85e97?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 1,https://migu.yang-1989.xyz/sprt/32s6x3?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 2,https://migu.yang-1989.xyz/sprt/6qgbvz?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 3,https://migu.yang-1989.xyz/sprt/c6qbah?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 4,https://migu.yang-1989.xyz/sprt/fzejz4?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 5,https://migu.yang-1989.xyz/sprt/572e2s?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 6,https://migu.yang-1989.xyz/sprt/smg39j?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 7,https://migu.yang-1989.xyz/sprt/6ugdjs?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Hub Sports 8,https://migu.yang-1989.xyz/sprt/nm6hen?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
SPOTV,https://migu.yang-1989.xyz/sprt/r9c96e?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
SPOTV 2,https://migu.yang-1989.xyz/sprt/smdepf?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
FIGHT SPORTS,https://migu.yang-1989.xyz/sprt/5atpxn?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports Main Event,https://migu.yang-1989.xyz/sprts/6uskyh?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports Premier League,https://migu.yang-1989.xyz/sprts/g2msqx?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports F1,https://migu.yang-1989.xyz/sprts/84yksu?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports Football,https://migu.yang-1989.xyz/sprts/b3sxhy?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports Cricket,https://migu.yang-1989.xyz/sprts/vgzqkf?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports Golf,https://migu.yang-1989.xyz/sprts/s82ndt?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports Mix,https://migu.yang-1989.xyz/sprts/fdrxq8?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15
Sky Sports Racing,https://migu.yang-1989.xyz/sprts/kzab7b?token=3faa76b1d84b98f92c24747a7de85abec6a7f0f36abdcb15

4GTV豪華套餐,#genre#
parse=1
ua=com.fongmi.android.tv/0803 (Linux;Android 14) AndroidXMedia3/1.4.0
4民視第一台,https://www.4gtv.tv/channel/4gtv-4gtv003?set=1&ch=1
5民視台灣台,https://www.4gtv.tv/channel/4gtv-4gtv001?set=1&ch=2
6民視,https://www.4gtv.tv/channel/4gtv-4gtv002?set=1&ch=3
9大愛電視,https://www.4gtv.tv/channel/4gtv-live007?set=1&ch=209
10中視,https://www.4gtv.tv/channel/4gtv-4gtv040?set=1&ch=4
11中視經典台,https://www.4gtv.tv/channel/4gtv-4gtv080?set=1&ch=124
12華視,https://www.4gtv.tv/channel/4gtv-4gtv041?set=1&ch=6
13三立綜合台,https://www.4gtv.tv/channel/4gtv-live207?set=1&ch=169
14客家電視台,https://www.4gtv.tv/channel/4gtv-4gtv043?set=1&ch=107
15八大綜藝台,https://www.4gtv.tv/channel/4gtv-4gtv039?set=1&ch=114
16中視菁采台,https://www.4gtv.tv/channel/4gtv-4gtv064?set=1&ch=123
17TVBS精采台,https://www.4gtv.tv/channel/4gtv-4gtv067?set=1&ch=227
18愛爾達娛樂台,https://www.4gtv.tv/channel/4gtv-4gtv070?set=1&ch=19
19靖天綜合台,https://www.4gtv.tv/channel/4gtv-4gtv046?set=1&ch=21
20靖天日本台,https://www.4gtv.tv/channel/4gtv-4gtv047?set=1&ch=22
21新唐人亞太台,https://www.4gtv.tv/channel/4gtv-live050?set=1&ch=223
23ARIRANG阿里郎頻道,https://www.4gtv.tv/channel/4gtv-4gtv079?set=1&ch=189
24Global Trekker,https://www.4gtv.tv/channel/4gtv-live112?set=1&ch=252
25原住民族電視台,https://www.4gtv.tv/channel/4gtv-live014?set=1&ch=273
29東森購物四台,https://www.4gtv.tv/channel/4gtv-live049?set=1&ch=286
30LiveABC互動英語頻道,https://www.4gtv.tv/channel/4gtv-live030?set=1&ch=188
31達文西頻道,https://www.4gtv.tv/channel/4gtv-4gtv018?set=1&ch=11
32ELTV生活英語台,https://www.4gtv.tv/channel/litv-longturn20?set=1&ch=106
33Nick Jr. 兒童頻道,https://www.4gtv.tv/channel/4gtv-live032?set=1&ch=219
34尼克兒童頻道,https://www.4gtv.tv/channel/4gtv-live105?set=1&ch=185
35DreamWorks 夢工廠動畫,https://www.4gtv.tv/channel/4gtv-live017?set=1&ch=282
36靖天卡通台,https://www.4gtv.tv/channel/4gtv-4gtv044?set=1&ch=15
37靖洋卡通Nice Bingo,https://www.4gtv.tv/channel/4gtv-4gtv057?set=1&ch=59
38i-Fun動漫台,https://www.4gtv.tv/channel/litv-ftv15?set=1&ch=60
42MOMO親子台,https://www.4gtv.tv/channel/4gtv-live107?set=1&ch=231
49東森購物一台,https://www.4gtv.tv/channel/4gtv-live047?set=1&ch=173
50鏡電視新聞台,https://www.4gtv.tv/channel/4gtv-4gtv075?set=1&ch=268
51東森新聞台,https://www.4gtv.tv/channel/4gtv-4gtv152?set=1&ch=292
52華視新聞,https://www.4gtv.tv/channel/4gtv-4gtv052?set=1&ch=34
53民視新聞台,https://www.4gtv.tv/channel/litv-ftv13?set=1&ch=31
54三立新聞iNEWS,https://www.4gtv.tv/channel/4gtv-live089?set=1&ch=229
55TVBS新聞,https://www.4gtv.tv/channel/4gtv-4gtv072?set=1&ch=291
56東森財經新聞台,https://www.4gtv.tv/channel/4gtv-4gtv153?set=1&ch=293
57中視新聞,https://www.4gtv.tv/channel/4gtv-4gtv074?set=1&ch=33
58中天新聞台,https://www.4gtv.tv/channel/4gtv-4gtv009?set=1&ch=30
59Bloomberg TV,https://www.4gtv.tv/channel/4gtv-live059?set=1&ch=283
60寰宇新聞台,https://www.4gtv.tv/channel/litv-longturn14?set=1&ch=36
61寰宇新聞台灣台,https://www.4gtv.tv/channel/litv-longturn15?set=1&ch=280
62SBN全球財經台,https://www.4gtv.tv/channel/4gtv-live060?set=1&ch=224
63寰宇財經台,https://www.4gtv.tv/channel/litv-longturn23?set=1&ch=281
67TVBS,https://www.4gtv.tv/channel/4gtv-4gtv073?set=1&ch=183
69東森購物二台,https://www.4gtv.tv/channel/4gtv-live046?set=1&ch=174
70民視綜藝台,https://www.4gtv.tv/channel/4gtv-4gtv004?set=1&ch=16
71豬哥亮歌廳秀,https://www.4gtv.tv/channel/4gtv-4gtv006?set=1&ch=113
72靖天育樂台,https://www.4gtv.tv/channel/4gtv-4gtv062?set=1&ch=83
73KLT-靖天國際台,https://www.4gtv.tv/channel/4gtv-4gtv063?set=1&ch=84
74Nice TV 靖天歡樂台,https://www.4gtv.tv/channel/4gtv-4gtv054?set=1&ch=119
75靖天資訊台,https://www.4gtv.tv/channel/4gtv-4gtv065?set=1&ch=88
77TVBS歡樂台,https://www.4gtv.tv/channel/4gtv-4gtv068?set=1&ch=184
80ROCK Entertainment,https://www.4gtv.tv/channel/4gtv-live080?set=1&ch=275
81Lifetime 娛樂頻道,https://www.4gtv.tv/channel/4gtv-live029?set=1&ch=217
82電影原聲台CMusic,https://www.4gtv.tv/channel/4gtv-live031?set=1&ch=218
83TRACE Urban,https://www.4gtv.tv/channel/4gtv-4gtv082?set=1&ch=78
84MTV Live HD 音樂頻道,https://www.4gtv.tv/channel/4gtv-live025?set=1&ch=213
86Mezzo Live HD,https://www.4gtv.tv/channel/4gtv-4gtv083?set=1&ch=79
87CLASSICA 古典樂,https://www.4gtv.tv/channel/4gtv-4gtv059?set=1&ch=80
90東森購物三台,https://www.4gtv.tv/channel/4gtv-live048?set=1&ch=287
104TRACE Sport Stars,https://www.4gtv.tv/channel/4gtv-4gtv077?set=1&ch=57
105智林體育台,https://www.4gtv.tv/channel/4gtv-4gtv101?set=1&ch=58
106時尚運動X,https://www.4gtv.tv/channel/4gtv-4gtv014?set=1&ch=69
107車迷TV,https://www.4gtv.tv/channel/4gtv-live201?set=1&ch=160
108GINX Esports TV,https://www.4gtv.tv/channel/4gtv-4gtv053?set=1&ch=179
109TechStorm,https://www.4gtv.tv/channel/4gtv-live109?set=1&ch=181
110Pet Club TV,https://www.4gtv.tv/channel/4gtv-live110?set=1&ch=182
111民視旅遊台,https://www.4gtv.tv/channel/litv-ftv07?set=1&ch=61
112滾動力rollor,https://www.4gtv.tv/channel/4gtv-live012?set=1&ch=249
113亞洲旅遊台,https://www.4gtv.tv/channel/litv-longturn17?set=1&ch=250
114fun探索娛樂台,https://www.4gtv.tv/channel/4gtv-live011?set=1&ch=274
115幸福空間居家台,https://www.4gtv.tv/channel/4gtv-live206?set=1&ch=168
116Love Nature,https://www.4gtv.tv/channel/4gtv-live208?set=1&ch=139
117History 歷史頻道,https://www.4gtv.tv/channel/4gtv-live026?set=1&ch=214
118Globetrotter 環遊旅行家,https://www.4gtv.tv/channel/4gtv-4gtv016?set=1&ch=288
120愛爾達生活旅遊台,https://www.4gtv.tv/channel/4gtv-live120?set=1&ch=237
121LUXE TV Channel,https://www.4gtv.tv/channel/4gtv-live121?set=1&ch=175
123MagellanTV頻道 (麥哲倫頻道),https://m.4gtv.tv/channel/4gtv-live123?set=1&ch=450
122TV5MONDE STYLE HD 生活時尚,https://www.4gtv.tv/channel/4gtv-live122?set=1&ch=178
125公視戲劇,https://www.4gtv.tv/channel/4gtv-4gtv042?set=1&ch=7
126民視影劇台,https://www.4gtv.tv/channel/litv-ftv09?set=1&ch=24
128HITS頻道,https://www.4gtv.tv/channel/4gtv-live620?set=1&ch=186
130八大精彩台,https://www.4gtv.tv/channel/4gtv-4gtv034?set=1&ch=172
132靖天戲劇台,https://www.4gtv.tv/channel/4gtv-4gtv058?set=1&ch=116
133靖洋戲劇台,https://www.4gtv.tv/channel/4gtv-4gtv045?set=1&ch=118
134CI 罪案偵查頻道,https://www.4gtv.tv/channel/4gtv-live027?set=1&ch=215
135視納華仁紀實頻道,https://www.4gtv.tv/channel/4gtv-4gtv013?set=1&ch=38
136影迷數位紀實台,https://www.4gtv.tv/channel/4gtv-live023?set=1&ch=212
137金光布袋戲,https://www.4gtv.tv/channel/4gtv-live144?set=1&ch=236
138ROCK Action,https://www.4gtv.tv/channel/4gtv-live138?set=1&ch=180
145采昌影劇台,https://www.4gtv.tv/channel/4gtv-4gtv049?set=1&ch=25
146靖天映畫,https://www.4gtv.tv/channel/4gtv-4gtv055?set=1&ch=42
147靖天電影台,https://www.4gtv.tv/channel/4gtv-4gtv061?set=1&ch=82
152影迷數位電影台,https://www.4gtv.tv/channel/4gtv-4gtv011?set=1&ch=40
153amc電影台,https://www.4gtv.tv/channel/4gtv-4gtv017?set=1&ch=39
154CinemaWorld,https://www.4gtv.tv/channel/4gtv-live069?set=1&ch=225
157My Cinema Europe HD 我的歐洲電影,https://www.4gtv.tv/channel/4gtv-live157?set=1&ch=176
160好消息2台,https://www.4gtv.tv/channel/litv-ftv17?set=1&ch=8
161好消息,https://www.4gtv.tv/channel/litv-ftv16?set=1&ch=9
163大愛二台,https://www.4gtv.tv/channel/4gtv-live106?set=1&ch=230
164人間衛視,https://www.4gtv.tv/channel/4gtv-live008?set=1&ch=210
170半島國際新聞台,https://www.4gtv.tv/channel/litv-ftv10?set=1&ch=85
171VOA美國之音,https://www.4gtv.tv/channel/litv-ftv03?set=1&ch=86
172CNBC Asia 財經台,https://www.4gtv.tv/channel/4gtv-live130?set=1&ch=235
173DW德國之聲,https://www.4gtv.tv/channel/4gtv-live071?set=1&ch=226
185國會頻道1,https://www.4gtv.tv/channel/4gtv-4gtv084?set=1&ch=170
186國會頻道2,https://www.4gtv.tv/channel/4gtv-4gtv085?set=1&ch=171
199TVBS綜藝台,https://www.4gtv.tv/channel/4gtv-live087?set=1&ch=284
200TVBS台劇台,https://www.4gtv.tv/channel/4gtv-live088?set=1&ch=285
201經典電影台,https://www.4gtv.tv/channel/4gtv-live021?set=1&ch=201
202經典卡通台,https://www.4gtv.tv/channel/4gtv-live022?set=1&ch=202
203兒童卡通台,https://www.4gtv.tv/channel/4gtv-live009?set=1&ch=269
204精選動漫台,https://www.4gtv.tv/channel/4gtv-live024?set=1&ch=204
205戲劇免費看 1台,https://www.4gtv.tv/channel/4gtv-live010?set=1&ch=270
206戲劇免費看 2台,https://www.4gtv.tv/channel/4gtv-live006?set=1&ch=244
208電影免費看 2台,https://www.4gtv.tv/channel/4gtv-live005?set=1&ch=245
209超人力霸王整套看,https://www.4gtv.tv/channel/4gtv-live015?set=1&ch=278
210花系列 經典劇場,https://www.4gtv.tv/channel/4gtv-live016?set=1&ch=279
96 INULTRA,https://www.4gtv.tv/channel/4gtv-live096?set=1&ch=444
97博斯高球台,https://www.4gtv.tv/channel/litv-xinchuang05?set=1&ch=486
98博斯高球二台,https://www.4gtv.tv/channel/litv-xinchuang06?set=1&ch=494
99博斯運動一台,https://www.4gtv.tv/channel/litv-xinchuang07?set=1&ch=487
100博斯無限台,https://www.4gtv.tv/channel/litv-xinchuang10?set=1&ch=489
101博斯網球台,https://www.4gtv.tv/channel/litv-xinchuang09?set=1&ch=488
102博斯運動一台,https://www.4gtv.tv/channel/litv-xinchuang08?set=1&ch=495
101博斯魅力台,https://www.4gtv.tv/channel/litv-xinchuang04?set=1&ch=493
104博斯無限二台,https://www.4gtv.tv/channel/litv-xinchuang13?set=1&ch=496
faintv,#genre#
parse=1
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
中視新聞台,https://www.faintv.com/channel/12922   
華視新聞台,https://www.faintv.com/channel/12891   
台視新聞台,https://www.faintv.com/channel/19366   
寰宇新聞台,https://www.faintv.com/channel/136   
寰宇新聞台灣台,https://www.faintv.com/channel/137   
東森購物2台,https://www.faintv.com/channel/14909   
寰宇財經台,https://www.faintv.com/channel/141   
歡樂看新聞,https://www.faintv.com/channel/19670   
CNEX紀實頻道,https://www.faintv.com/channel/18295   
鳳凰衛視中文台,https://www.faintv.com/channel/204   
鳳凰衛視資訊台,https://www.faintv.com/channel/120   
鳳凰衛視香港台,https://www.faintv.com/channel/18965   
TVB無綫新聞,https://www.faintv.com/channel/17766   
新唐人電視,https://www.faintv.com/channel/8976   
台灣啟示錄,https://www.faintv.com/channel/18254   
軍武大觀,https://www.faintv.com/channel/17617   
大大平評理,https://www.faintv.com/channel/18310   
政治狠狠問,https://www.faintv.com/channel/21235   
LINE TODAY看世界,https://www.faintv.com/channel/18948   
論政天下之鬥而不破,https://www.faintv.com/channel/16488   
小宇宙大爆發#健康,https://www.faintv.com/channel/18475   
CTWANT周刊王看新聞,https://www.faintv.com/channel/19446   
台視,https://www.faintv.com/channel/19371   
中視,https://www.faintv.com/channel/12921   
中視菁采台,https://www.faintv.com/channel/12923   
華視,https://www.faintv.com/channel/12892   
靖天綜合台,https://www.faintv.com/channel/86   
東森購物3台,https://www.faintv.com/channel/14908   
中天亞洲台,https://www.faintv.com/channel/121   
靖天歡樂台,https://www.faintv.com/channel/107   
Smart知識台,https://www.faintv.com/channel/68   
靖天育樂台,https://www.faintv.com/channel/100   
靖天資訊台,https://www.faintv.com/channel/118   
ETtoday綜合台,https://www.faintv.com/channel/146   
海峽衛視台,https://www.faintv.com/channel/211   
大愛一台,https://www.faintv.com/channel/1869   
大愛二台,https://www.faintv.com/channel/11877   
好消息綜合台,https://www.faintv.com/channel/101   
好消息真理台,https://www.faintv.com/channel/103   
靖天日本台,https://www.faintv.com/channel/224   
靖天國際台,https://www.faintv.com/channel/19056   
楊桃美食台,https://www.faintv.com/channel/16650   
梅迪奇藝術頻道,https://www.faintv.com/channel/246   
雲端創作音樂台,https://www.faintv.com/channel/18271   
雲端電音音樂台,https://www.faintv.com/channel/16174   
吉馬欣代音樂,https://www.faintv.com/channel/18636   
經典串燒歌曲,https://www.faintv.com/channel/18637   
執杯大叔林一峰,https://www.faintv.com/channel/12938   
全民星攻略,https://www.faintv.com/channel/20308   
請問今晚住誰家,https://www.faintv.com/channel/20309   
花甲少年趣旅行,https://www.faintv.com/channel/20559   
龍華卡通台,https://www.faintv.com/channel/89   
靖天卡通台,https://www.faintv.com/channel/104   
靖洋卡通台,https://www.faintv.com/channel/147   
哆啦A夢電影系列,https://www.faintv.com/channel/143   
東森購物5台,https://www.faintv.com/channel/16556   
龍華電影台,https://www.faintv.com/channel/132   
龍華洋片台,https://www.faintv.com/channel/228   
龍華經典台,https://www.faintv.com/channel/234   
靖天映畫台,https://www.faintv.com/channel/114   
東森購物4台,https://www.faintv.com/channel/16555   
龍華日韓台,https://www.faintv.com/channel/116   
龍華戲劇台,https://www.faintv.com/channel/95   
龍華偶像台,https://www.faintv.com/channel/122   
TVB星河台,https://www.faintv.com/channel/17767   
靖天戲劇台,https://www.faintv.com/channel/106   
花系列戲劇,https://www.faintv.com/channel/12491   
雲端電音狂潮,https://www.faintv.com/channel/20370   
美女郊遊遊,https://www.faintv.com/channel/19121   
台灣山步行,https://www.faintv.com/channel/19190   
臺灣文西Only You,https://www.faintv.com/channel/19409   
交換旅遊日記,https://www.faintv.com/channel/18978   
富士山朝聖之旅,https://www.faintv.com/channel/19407   
白種元的巷弄食堂(二),https://www.faintv.com/channel/19194   
啾C物理治療師,https://www.faintv.com/channel/17686   
隱形少女 (護),https://www.faintv.com/channel/21026   
玩命賽道 (輔12),https://www.faintv.com/channel/21028   
末日迷蹤 (護),https://www.faintv.com/channel/17895   
士兵突擊隊 (輔12),https://www.faintv.com/channel/17927   
入侵者 (輔12),https://www.faintv.com/channel/20363   
可不可以，你也剛好喜歡我 (普),https://www.faintv.com/channel/14589   
旺角監獄 (輔12),https://www.faintv.com/channel/15414
神槍手與智多星,https://www.faintv.com/channel/19232   
寒戰2 (輔12),https://www.faintv.com/channel/16473   
無間行者之生死潛行(輔12),https://www.faintv.com/channel/16501   
西遊記：女兒國 (護),https://www.faintv.com/channel/17920   
北海小英雄,https://www.faintv.com/channel/19468   
森林特攻隊大腳丫家族,https://www.faintv.com/channel/15300   
校園爭霸戰 (輔15),https://www.faintv.com/channel/19233   
科技浩劫 (輔15),https://www.faintv.com/channel/17364   
阿虎 (輔15),https://www.faintv.com/channel/19230   
古劍奇譚之流月昭明 (護),https://www.faintv.com/channel/21031   
天師鬥殭屍 (輔12),https://www.faintv.com/channel/21032   
霹靂封靈島,https://www.faintv.com/channel/18244   
EuroNews,https://www.faintv.com/channel/17576   
CNA News,https://www.faintv.com/channel/12284   
CCTV4國際中文,https://www.faintv.com/channel/1384   
FRANCE 24,https://www.faintv.com/channel/16271   
ARIRANG NEWS,https://www.faintv.com/channel/16272   
無上師電視台,https://www.faintv.com/channel/495   
生命電視台,https://www.faintv.com/channel/974   
KOOLAA,https://www.faintv.com/channel/19028   
Pace Sport,https://www.faintv.com/channel/5353   
MOMO運動綜合台(VIP),https://www.faintv.com/channel/14009   
博斯高球一台(VIP),https://www.faintv.com/channel/108   
博斯高球二台(VIP),https://www.faintv.com/channel/125   
博斯無限台　(VIP),https://www.faintv.com/channel/129   
博斯無限二台(VIP),https://www.faintv.com/channel/418   
博斯網球台　(VIP),https://www.faintv.com/channel/53   
博斯魅力台　(VIP),https://www.faintv.com/channel/135   
博斯運動一台(VIP),https://www.faintv.com/channel/102   
博斯運動二台(VIP),https://www.faintv.com/channel/124   
統一獅經典回看,https://www.faintv.com/channel/16732   
富邦悍將經典回看,https://www.faintv.com/channel/16731
台湾怡淳211,#genre#
中視,http://211.23.95.147:18881/live/dtv1_h265.ts
中視新聞台,http://211.23.95.147:18881/live/dtv2_h265.ts
中視經典,http://211.23.95.147:18881/live/dtv3_h265.ts
中視菁采,http://211.23.95.147:18881/live/dtv4_h265.ts
公視,http://211.23.95.147:18881/live/dtv5_h265.ts
公視台語台,http://211.23.95.147:18881/live/dtv6_h265.ts
民視,http://211.23.95.147:18881/live/dtv7_h265.ts
民視第一台,http://211.23.95.147:18881/live/dtv8_h265.ts
民視新聞台,http://211.23.95.147:18881/live/dtv9_h265.ts
民視台灣台,http://211.23.95.147:18881/live/dtv10_h265.ts
公視兒少台,http://211.23.95.147:18881/live/dtv11_h265.ts
客家電視台,http://211.23.95.147:18881/live/dtv12_h265.ts
原住民電視台,http://211.23.95.147:18881/live/dtv13_h265.ts
台視,http://211.23.95.147:18881/live/dtv14_h265.ts
台視新聞台,http://211.23.95.147:18881/live/dtv15_h265.ts
台視財經台,http://211.23.95.147:18881/live/dtv16_h265.ts
台視綜合台,http://211.23.95.147:18881/live/dtv17_h265.ts
華視,http://211.23.95.147:18881/live/dtv18_h265.ts
華視教育體育文化台,http://211.23.95.147:18881/live/dtv19_h265.ts
華視新聞資訊台,http://211.23.95.147:18881/live/dtv20_h265.ts
台灣Plus,http://211.23.95.147:18881/live/dtv21_h265.ts
國會頻道1台,http://61.58.60.230:9319/live/123.m3u8
國會頻道2台,http://61.58.60.230:9319/live/124.m3u8
國會頻道2台,http://211.23.95.147:18881/live/dtv22_h265.ts
大愛電視台,http://211.23.95.147:18881/live/dtv23_h265.ts
人間衛視,http://211.23.95.147:18881/live/dtv24_h265.ts
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人間衛視,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
Discovery,http://211.23.95.147:18881/live/19_h265.ts
TLC,http://211.23.95.147:18881/live/21_h265.ts
動物星球頻道,http://211.23.95.147:18881/live/22_h265.ts
八大第1台,http://211.23.95.147:18881/live/27_h265.ts
八大綜合台,http://211.23.95.147:18881/live/28_h265.ts
八大戲劇台,http://211.23.95.147:18881/live/41_h265.ts
三立台灣台,http://211.23.95.147:18881/live/29_h265.ts
三立都會台,http://211.23.95.147:18881/live/30_h265.ts
華藝中文台,http://211.23.95.147:18881/live/31_h265.ts
東森綜合台,http://211.23.95.147:18881/live/32_h265.ts
東森超視台,http://211.23.95.147:18881/live/33_h265.ts
東森戲劇台,http://211.23.95.147:18881/live/40_h265.ts
東森幼幼台,http://211.23.95.147:18881/live/25_h265.ts
中天綜合台,http://211.23.95.147:18881/live/36_h265.ts
中天娛樂台,http://211.23.95.147:18881/live/39_h265.ts
中天娛樂台,http://61.221.215.25:8800/hls/47/index.m3u8
緯來綜合台,http://211.23.95.147:18881/live/26_h265.ts
緯來戲劇台,http://211.23.95.147:18881/live/43_h265.ts
緯來日本台,http://211.23.95.147:18881/live/77_h265.ts
緯來電影台,http://211.23.95.147:18881/live/63_h265.ts
緯來育樂台,http://211.23.95.147:18881/live/70_h265.ts
緯來體育台,http://211.23.95.147:18881/live/72_h265.ts
緯來精采台,http://61.221.215.25:8800/hls/48/index.m3u8
TVBS,http://211.23.95.147:18881/live/56_h265.ts
TVBS歡樂台,http://211.23.95.147:18881/live/42_h265.ts
東風衛視,http://211.23.95.147:18881/live/37_h265.ts
年代MUCH,http://211.23.95.147:18881/live/38_h265.ts
壹電影,http://211.23.95.147:18881/live/102_h265.ts
壹綜合,http://211.23.95.147:18881/live/104_h265.ts
國興衛視,http://211.23.95.147:18881/live/78_h265.ts
國興衛視,http://211.23.114.106:8523/http/60.251.39.91:8081/hls/64/806/ch15.m3u8
JET綜合台,http://211.23.95.147:18881/live/45_h265.ts
HBO,http://211.23.95.147:18881/live/65_h265.ts
AXN,http://211.23.95.147:18881/live/67_h265.ts
CINEMAX,http://211.23.95.147:18881/live/71_h265.ts
好萊塢電影台,http://211.23.95.147:18881/live/68_h265.ts
AMC電影台,http://211.23.95.147:18881/live/69_h265.ts
壹新聞,http://211.23.95.147:18881/live/49_h265.ts
年代新聞台,http://211.23.95.147:18881/live/50_h265.ts
東森新聞台,http://211.23.95.147:18881/live/51_h265.ts
三立新聞台,http://211.23.95.147:18881/live/54_h265.ts
TVBS新聞台,http://211.23.95.147:18881/live/55_h265.ts
東森財經新聞台,http://211.23.95.147:18881/live/57_h265.ts
